,Network 1,Network 2,Mean Coeff,σ Coeff
R_4-L_a24pr,Somatomotor,Cingulo-Opercular,-0.0,0.0
R_6v-R_a24pr,Somatomotor,Cingulo-Opercular,-0.0,0.0
L_OP4-L_FOP5,Somatomotor,Cingulo-Opercular,-0.0,0.0
R_24dd-L_p24pr,Somatomotor,Cingulo-Opercular,0.0,0.0
L_24dv-L_MI,Somatomotor,Cingulo-Opercular,0.0,0.0
R_6v-L_p32pr,Somatomotor,Cingulo-Opercular,-0.0,0.0
R_24dd-L_p32pr,Somatomotor,Cingulo-Opercular,0.0,0.0
R_24dd-L_a24pr,Somatomotor,Cingulo-Opercular,0.0,0.0
R_6v-L_p24pr,Somatomotor,Cingulo-Opercular,-0.0,0.0
R_24dv-L_33pr,Somatomotor,Cingulo-Opercular,-0.0,0.0
L_24dv-L_PFop,Somatomotor,Cingulo-Opercular,0.0,0.0
L_6v-L_PFop,Somatomotor,Cingulo-Opercular,-0.0,0.01
L_6mp-L_p32pr,Somatomotor,Cingulo-Opercular,-0.0,0.0
L_6mp-L_6r,Somatomotor,Cingulo-Opercular,-0.0,0.0
L_5L-L_33pr,Somatomotor,Cingulo-Opercular,-0.0,0.0
L_24dv-L_PFcm,Somatomotor,Cingulo-Opercular,-0.0,0.0
R_6v-L_a24pr,Somatomotor,Cingulo-Opercular,0.0,0.0
L_6mp-L_a24pr,Somatomotor,Cingulo-Opercular,-0.0,0.0
R_24dv-L_a24pr,Somatomotor,Cingulo-Opercular,-0.0,0.0
R_6v-L_33pr,Somatomotor,Cingulo-Opercular,-0.0,0.01
L_3a-L_s32,Somatomotor,Default,-0.16,0.15
L_24dv-L_47s,Somatomotor,Default,0.07,0.1
L_24dv-L_s32,Somatomotor,Default,-0.06,0.05
R_1-L_47l,Somatomotor,Default,-0.06,0.08
R_FOP2-L_23d,Somatomotor,Default,-0.06,0.08
R_6v-R_s32,Somatomotor,Default,-0.06,0.09
L_24dv-L_10r,Somatomotor,Default,-0.04,0.04
L_4-L_s32,Somatomotor,Default,-0.03,0.05
L_3b-L_s32,Somatomotor,Default,-0.03,0.06
L_24dv-L_10v,Somatomotor,Default,-0.02,0.04
R_7PC-L_s32,Somatomotor,Default,-0.02,0.02
L_24dd-L_10v,Somatomotor,Default,-0.02,0.03
L_3a-L_25,Somatomotor,Default,-0.02,0.03
L_24dd-L_TE1a,Somatomotor,Default,0.02,0.04
R_6v-L_s32,Somatomotor,Default,-0.02,0.04
L_OP4-L_25,Somatomotor,Default,0.01,0.03
L_3a-L_47s,Somatomotor,Default,0.01,0.02
R_7AL-L_PGs,Somatomotor,Default,0.01,0.02
R_FOP2-R_STSvp,Somatomotor,Default,0.01,0.02
R_24dv-R_s32,Somatomotor,Default,-0.01,0.04
L_6v-L_STSva,Somatomotor,Default,0.01,0.03
L_OP1-L_H,Somatomotor,Default,-0.01,0.02
R_Ig-L_25,Somatomotor,Default,0.01,0.02
R_Ig-L_47l,Somatomotor,Default,-0.01,0.02
R_6v-L_H,Somatomotor,Default,0.01,0.03
L_OP1-L_TGd,Somatomotor,Default,0.01,0.02
R_6v-L_TE1m,Somatomotor,Default,0.01,0.02
R_FOP2-L_TE1m,Somatomotor,Default,0.01,0.01
R_FOP2-L_s32,Somatomotor,Default,0.01,0.01
L_6v-L_8Av,Somatomotor,Default,-0.01,0.02
R_Ig-L_TGd,Somatomotor,Default,-0.01,0.01
R_FOP2-R_STSda,Somatomotor,Default,0.01,0.01
R_5L-L_PGs,Somatomotor,Default,0.01,0.01
R_OP4-L_25,Somatomotor,Default,-0.01,0.01
L_24dv-L_STSva,Somatomotor,Default,0.01,0.01
L_OP1-L_25,Somatomotor,Default,-0.01,0.01
R_Ig-L_s32,Somatomotor,Default,0.01,0.01
L_24dv-L_10d,Somatomotor,Default,-0.01,0.01
R_7AL-R_25,Somatomotor,Default,0.01,0.01
L_24dd-L_s32,Somatomotor,Default,-0.0,0.01
R_6v-L_47s,Somatomotor,Default,-0.0,0.01
R_FOP2-L_47s,Somatomotor,Default,-0.0,0.01
L_24dv-L_TE1a,Somatomotor,Default,0.0,0.01
R_6v-L_TGd,Somatomotor,Default,-0.0,0.01
L_OP1-L_s32,Somatomotor,Default,-0.0,0.01
R_FOP2-L_47m,Somatomotor,Default,-0.0,0.01
L_6v-L_s32,Somatomotor,Default,-0.0,0.01
R_FOP2-L_25,Somatomotor,Default,0.0,0.01
R_6v-R_STSvp,Somatomotor,Default,0.0,0.01
L_6v-L_47m,Somatomotor,Default,0.0,0.01
R_2-L_PGs,Somatomotor,Default,0.0,0.01
L_24dv-L_47m,Somatomotor,Default,0.0,0.01
L_6v-L_25,Somatomotor,Default,0.0,0.01
R_6v-L_PHA2,Somatomotor,Default,-0.0,0.01
L_6v-L_EC,Somatomotor,Default,0.0,0.0
R_6v-R_47s,Somatomotor,Default,0.0,0.0
R_6v-L_47m,Somatomotor,Default,0.0,0.01
R_6mp-L_PGs,Somatomotor,Default,-0.0,0.0
R_FOP2-L_TGd,Somatomotor,Default,-0.0,0.0
L_OP4-L_s32,Somatomotor,Default,-0.0,0.0
R_24dd-R_s32,Somatomotor,Default,-0.0,0.0
L_3a-L_31pd,Somatomotor,Default,0.0,0.0
R_6v-L_47l,Somatomotor,Default,0.0,0.01
L_6v-L_47l,Somatomotor,Default,0.0,0.0
L_6v-L_PGs,Somatomotor,Default,0.0,0.0
L_24dd-L_PGi,Somatomotor,Default,-0.0,0.0
L_6v-L_31pd,Somatomotor,Default,0.0,0.0
R_6v-R_25,Somatomotor,Default,-0.0,0.0
R_6v-R_TE1a,Somatomotor,Default,0.0,0.0
L_24dv-L_STSvp,Somatomotor,Default,-0.0,0.0
L_6v-L_TE1a,Somatomotor,Default,-0.0,0.0
L_24dv-L_25,Somatomotor,Default,-0.0,0.0
L_6v-L_47s,Somatomotor,Default,0.0,0.0
L_24dv-L_TGd,Somatomotor,Default,0.0,0.01
L_6v-L_STSvp,Somatomotor,Default,0.0,0.0
L_24dv-L_9a,Somatomotor,Default,-0.0,0.0
L_OP4-L_TGd,Somatomotor,Default,-0.0,0.0
R_6mp-L_s32,Somatomotor,Default,-0.0,0.0
R_FOP2-L_47l,Somatomotor,Default,-0.0,0.0
R_FOP2-R_TGd,Somatomotor,Default,0.0,0.0
L_OP4-L_H,Somatomotor,Default,-0.0,0.0
L_24dv-L_EC,Somatomotor,Default,0.0,0.0
L_24dd-L_PGs,Somatomotor,Default,0.0,0.01
L_24dv-L_PGs,Somatomotor,Default,0.0,0.0
L_24dv-L_31pd,Somatomotor,Default,-0.0,0.0
R_6v-L_25,Somatomotor,Default,-0.0,0.0
L_FOP2-L_s32,Somatomotor,Default,-0.0,0.0
R_5L-L_PGi,Somatomotor,Default,-0.0,0.0
L_6v-L_PGi,Somatomotor,Default,0.0,0.0
R_FOP2-R_PGi,Somatomotor,Default,0.0,0.0
L_24dv-L_PGi,Somatomotor,Default,0.0,0.0
L_6v-L_TGd,Somatomotor,Default,-0.0,0.0
L_7AL-L_7PL,Somatomotor,Dorsal_Attention,0.05,0.11
R_7AL-R_TE2p,Somatomotor,Dorsal_Attention,-0.02,0.02
L_6v-L_PHT,Somatomotor,Dorsal_Attention,-0.01,0.01
L_3b-L_PEF,Somatomotor,Dorsal_Attention,-0.01,0.01
L_6v-L_6a,Somatomotor,Dorsal_Attention,-0.0,0.01
R_FOP2-L_PHA3,Somatomotor,Dorsal_Attention,0.0,0.01
R_6v-R_TE2p,Somatomotor,Dorsal_Attention,0.0,0.01
R_FOP2-R_TE2p,Somatomotor,Dorsal_Attention,0.0,0.01
R_OP4-R_IP0,Somatomotor,Dorsal_Attention,0.0,0.0
R_FOP2-R_PGp,Somatomotor,Dorsal_Attention,-0.0,0.0
L_24dd-L_PGp,Somatomotor,Dorsal_Attention,-0.0,0.0
L_6v-L_PGp,Somatomotor,Dorsal_Attention,-0.0,0.0
L_24dv-L_PGp,Somatomotor,Dorsal_Attention,0.0,0.0
L_24dv-L_IP0,Somatomotor,Dorsal_Attention,-0.0,0.0
R_24dd-L_PEF,Somatomotor,Dorsal_Attention,-0.0,0.0
L_6v-L_IP0,Somatomotor,Dorsal_Attention,0.0,0.0
R_5L-L_PGp,Somatomotor,Dorsal_Attention,-0.0,0.0
R_3a-R_13l,Somatomotor,Frontoparietal,-0.06,0.06
L_24dv-L_a10p,Somatomotor,Frontoparietal,-0.06,0.07
R_4-R_13l,Somatomotor,Frontoparietal,-0.04,0.04
R_6v-R_OFC,Somatomotor,Frontoparietal,-0.04,0.04
R_Ig-L_p47r,Somatomotor,Frontoparietal,-0.02,0.03
L_24dd-L_a10p,Somatomotor,Frontoparietal,-0.02,0.03
R_6v-R_TE1m,Somatomotor,Frontoparietal,-0.02,0.02
R_FOP2-L_p47r,Somatomotor,Frontoparietal,-0.02,0.03
R_7AL-L_7Pm,Somatomotor,Frontoparietal,0.01,0.02
L_OP1-L_AVI,Somatomotor,Frontoparietal,0.01,0.02
R_Ig-L_AVI,Somatomotor,Frontoparietal,-0.01,0.01
L_6v-L_a47r,Somatomotor,Frontoparietal,0.01,0.01
L_3b-L_7Pm,Somatomotor,Frontoparietal,0.0,0.01
R_FOP2-L_a47r,Somatomotor,Frontoparietal,-0.0,0.01
L_24dv-L_AVI,Somatomotor,Frontoparietal,0.0,0.0
R_6v-R_33pr,Somatomotor,Frontoparietal,-0.0,0.01
R_5L-L_7Pm,Somatomotor,Frontoparietal,0.0,0.01
L_6mp-L_IFJp,Somatomotor,Frontoparietal,-0.0,0.0
R_6v-L_p47r,Somatomotor,Frontoparietal,-0.0,0.0
R_6v-L_a47r,Somatomotor,Frontoparietal,0.0,0.0
R_FOP2-L_AVI,Somatomotor,Frontoparietal,0.0,0.0
L_6d-L_IFJp,Somatomotor,Frontoparietal,-0.0,0.01
L_OP4-L_AVI,Somatomotor,Frontoparietal,-0.0,0.0
R_6v-R_AVI,Somatomotor,Frontoparietal,-0.0,0.0
R_6v-L_AVI,Somatomotor,Frontoparietal,0.0,0.0
L_6v-L_STSda,Somatomotor,Language,0.05,0.06
R_5L-L_IFSp,Somatomotor,Language,-0.04,0.07
L_Ig-L_TGv,Somatomotor,Language,-0.04,0.03
R_Ig-L_45,Somatomotor,Language,-0.01,0.01
L_5L-L_STSda,Somatomotor,Language,-0.01,0.01
L_24dv-L_A5,Somatomotor,Language,0.0,0.01
R_24dd-L_55b,Somatomotor,Language,-0.0,0.0
L_24dv-L_TPOJ1,Somatomotor,Language,-0.0,0.0
R_FOP2-R_TPOJ1,Somatomotor,Language,-0.0,0.0
R_FOP2-L_45,Somatomotor,Language,0.0,0.0
R_4-L_pOFC,Somatomotor,Orbito-Affective,0.07,0.07
R_6v-R_pOFC,Somatomotor,Orbito-Affective,-0.05,0.05
L_OP1-L_Pir,Somatomotor,Orbito-Affective,0.01,0.03
R_Ig-L_pOFC,Somatomotor,Orbito-Affective,0.01,0.02
L_OP1-L_AAIC,Somatomotor,Orbito-Affective,0.01,0.03
R_7PC-R_Pir,Somatomotor,Orbito-Affective,-0.01,0.01
R_Ig-L_AAIC,Somatomotor,Orbito-Affective,-0.0,0.01
L_24dv-L_AAIC,Somatomotor,Orbito-Affective,0.0,0.0
L_24dv-L_Pir,Somatomotor,Orbito-Affective,0.0,0.0
L_OP4-L_AAIC,Somatomotor,Orbito-Affective,-0.0,0.0
R_6v-L_Pir,Somatomotor,Orbito-Affective,0.0,0.01
R_6v-L_AAIC,Somatomotor,Orbito-Affective,0.0,0.01
R_6v-R_AAIC,Somatomotor,Orbito-Affective,0.0,0.01
R_FOP2-L_AAIC,Somatomotor,Orbito-Affective,0.0,0.0
R_7AL-L_PCV,Somatomotor,Posterior_Multimodal,0.02,0.04
R_5L-L_PCV,Somatomotor,Posterior_Multimodal,0.02,0.03
R_FOP2-L_PCV,Somatomotor,Posterior_Multimodal,-0.01,0.02
L_24dv-L_TPOJ3,Somatomotor,Posterior_Multimodal,-0.0,0.0
L_24dd-L_TPOJ3,Somatomotor,Posterior_Multimodal,-0.0,0.01
L_6v-L_TPOJ3,Somatomotor,Posterior_Multimodal,-0.0,0.01
L_6v-L_TPOJ2,Somatomotor,Posterior_Multimodal,-0.0,0.0
R_FOP2-R_TPOJ3,Somatomotor,Posterior_Multimodal,0.0,0.0
R_6v-R_TPOJ3,Somatomotor,Posterior_Multimodal,-0.0,0.0
L_24dv-L_TPOJ2,Somatomotor,Posterior_Multimodal,0.0,0.0
R_Ig-L_Ig,Somatomotor,Somatomotor,0.1,0.18
R_OP4-L_Ig,Somatomotor,Somatomotor,0.05,0.05
L_7AL-L_3a,Somatomotor,Somatomotor,-0.05,0.07
L_5L-L_6v,Somatomotor,Somatomotor,-0.04,0.06
L_5m-L_FOP2,Somatomotor,Somatomotor,-0.04,0.04
L_7AL-L_6v,Somatomotor,Somatomotor,-0.02,0.03
L_5L-L_OP1,Somatomotor,Somatomotor,-0.01,0.02
L_5L-L_OP4,Somatomotor,Somatomotor,-0.01,0.02
R_6v-L_24dv,Somatomotor,Somatomotor,-0.01,0.03
L_5L-L_FOP2,Somatomotor,Somatomotor,-0.01,0.02
L_6d-L_6v,Somatomotor,Somatomotor,-0.01,0.02
L_24dd-L_24dv,Somatomotor,Somatomotor,-0.01,0.01
R_7PC-R_FOP2,Somatomotor,Somatomotor,-0.01,0.01
R_7AL-R_FOP2,Somatomotor,Somatomotor,-0.0,0.01
L_6mp-L_6v,Somatomotor,Somatomotor,-0.0,0.0
R_24dd-L_3a,Somatomotor,Somatomotor,-0.0,0.0
L_24dv-L_6mp,Somatomotor,Somatomotor,0.0,0.0
R_24dd-L_24dv,Somatomotor,Somatomotor,0.0,0.0
R_FOP2-L_24dv,Somatomotor,Somatomotor,-0.0,0.0
R_4-L_24dv,Somatomotor,Somatomotor,-0.0,0.0
L_24dv-L_OP4,Somatomotor,Somatomotor,-0.0,0.0
R_24dv-L_24dv,Somatomotor,Somatomotor,0.0,0.0
R_1-L_24dv,Somatomotor,Somatomotor,-0.0,0.0
R_4-L_24dd,Somatomotor,Somatomotor,0.0,0.0
R_6v-L_PeEc,Somatomotor,Ventral_Multimodal,-0.04,0.06
R_FOP2-R_TF,Somatomotor,Ventral_Multimodal,-0.0,0.01
R_6v-R_PeEc,Somatomotor,Ventral_Multimodal,-0.0,0.01
L_24dv-L_ProS,Somatomotor,Visual1,0.0,0.01
L_6v-L_DVT,Somatomotor,Visual1,-0.0,0.01
R_5L-R_VMV1,Somatomotor,Visual2,0.03,0.04
L_7AL-L_VIP,Somatomotor,Visual2,0.02,0.02
R_2-R_VMV3,Somatomotor,Visual2,0.02,0.02
R_1-R_VMV2,Somatomotor,Visual2,0.01,0.02
R_FOP2-R_VMV3,Somatomotor,Visual2,0.01,0.01
L_6v-L_FST,Somatomotor,Visual2,-0.01,0.01
R_1-R_VMV3,Somatomotor,Visual2,0.0,0.01
R_2-L_V6A,Somatomotor,Visual2,0.0,0.01
L_24dv-L_VMV1,Somatomotor,Visual2,0.0,0.01
R_6v-R_FST,Somatomotor,Visual2,0.0,0.01
R_6v-R_VMV3,Somatomotor,Visual2,-0.0,0.01
L_6v-L_V6A,Somatomotor,Visual2,0.0,0.0
R_1-L_V6A,Somatomotor,Visual2,0.0,0.0
L_24dv-L_V6A,Somatomotor,Visual2,0.0,0.0
L_6v-L_LO3,Somatomotor,Visual2,-0.0,0.0
L_24dv-L_LO3,Somatomotor,Visual2,-0.0,0.0
L_24dv-L_V3CD,Somatomotor,Visual2,0.0,0.0
L_24dv-L_FST,Somatomotor,Visual2,-0.0,0.0
L_24dv-L_V4t,Somatomotor,Visual2,0.0,0.0
R_3a-AMYGDALA_LEFT,Somatomotor,subcortex,-0.05,0.06
R_5m-PALLIDUM_LEFT,Somatomotor,subcortex,-0.02,0.04
R_7PC-PALLIDUM_LEFT,Somatomotor,subcortex,-0.01,0.02
R_7AL-PALLIDUM_LEFT,Somatomotor,subcortex,-0.01,0.01
R_5L-L_9-46d,Somatomotor,subcortex,-0.01,0.01
L_24dv-PUTAMEN_RIGHT,Somatomotor,subcortex,-0.0,0.01
L_6d-L_s6-8,Somatomotor,subcortex,-0.0,0.0
R_5L-PALLIDUM_LEFT,Somatomotor,subcortex,-0.0,0.01
L_24dv-L_9-46d,Somatomotor,subcortex,-0.0,0.0
R_PeEc-L_p32pr,Ventral_Multimodal,Cingulo-Opercular,-0.04,0.06
R_PeEc-L_a24pr,Ventral_Multimodal,Cingulo-Opercular,-0.01,0.03
R_PeEc-L_43,Ventral_Multimodal,Cingulo-Opercular,-0.01,0.02
R_PeEc-L_FOP1,Ventral_Multimodal,Cingulo-Opercular,-0.01,0.02
R_TF-L_p32pr,Ventral_Multimodal,Cingulo-Opercular,-0.0,0.01
R_PeEc-L_p24pr,Ventral_Multimodal,Cingulo-Opercular,-0.0,0.0
R_PeEc-L_PFop,Ventral_Multimodal,Cingulo-Opercular,-0.0,0.0
R_TF-L_PFop,Ventral_Multimodal,Cingulo-Opercular,-0.0,0.0
R_PeEc-R_PFop,Ventral_Multimodal,Cingulo-Opercular,-0.0,0.0
R_TF-R_PFop,Ventral_Multimodal,Cingulo-Opercular,0.0,0.01
R_PeEc-L_PF,Ventral_Multimodal,Cingulo-Opercular,0.0,0.0
L_PeEc-L_PF,Ventral_Multimodal,Cingulo-Opercular,0.0,0.01
L_PeEc-L_PFop,Ventral_Multimodal,Cingulo-Opercular,-0.0,0.01
R_PeEc-L_PFcm,Ventral_Multimodal,Cingulo-Opercular,-0.0,0.0
L_PeEc-L_PGi,Ventral_Multimodal,Default,0.07,0.13
R_TF-R_s32,Ventral_Multimodal,Default,-0.05,0.06
R_PeEc-R_s32,Ventral_Multimodal,Default,-0.01,0.03
R_PeEc-L_s32,Ventral_Multimodal,Default,0.01,0.01
R_PeEc-R_PGi,Ventral_Multimodal,Default,0.01,0.01
R_PeEc-L_25,Ventral_Multimodal,Default,0.0,0.01
R_TF-R_PGi,Ventral_Multimodal,Default,0.0,0.01
R_PeEc-L_PGi,Ventral_Multimodal,Default,0.0,0.0
R_TF-L_s32,Ventral_Multimodal,Default,-0.0,0.0
R_PeEc-L_PGs,Ventral_Multimodal,Default,-0.0,0.0
R_TF-R_TE2p,Ventral_Multimodal,Dorsal_Attention,0.01,0.01
R_PeEc-L_PGp,Ventral_Multimodal,Dorsal_Attention,0.0,0.0
R_PeEc-L_a47r,Ventral_Multimodal,Frontoparietal,-0.05,0.07
R_TF-L_a47r,Ventral_Multimodal,Frontoparietal,-0.04,0.06
L_PeEc-L_A5,Ventral_Multimodal,Language,0.01,0.03
R_PeEc-L_PSL,Ventral_Multimodal,Language,0.01,0.01
R_PeEc-L_STV,Ventral_Multimodal,Language,0.0,0.01
R_PeEc-L_TPOJ1,Ventral_Multimodal,Language,-0.0,0.01
R_PeEc-R_TPOJ3,Ventral_Multimodal,Posterior_Multimodal,0.0,0.0
R_PeEc-L_24dv,Ventral_Multimodal,Somatomotor,-0.01,0.01
R_TF-R_Ig,Ventral_Multimodal,Somatomotor,0.01,0.01
R_PeEc-L_OP4,Ventral_Multimodal,Somatomotor,0.0,0.01
R_PeEc-L_6v,Ventral_Multimodal,Somatomotor,-0.0,0.0
L_TF-L_DVT,Ventral_Multimodal,Visual1,-0.03,0.04
R_PeEc-L_V3B,Ventral_Multimodal,Visual2,-0.0,0.01
R_DVT-R_FOP5,Visual1,Cingulo-Opercular,0.01,0.01
L_V1-L_p24pr,Visual1,Cingulo-Opercular,0.0,0.0
L_V1-L_a24pr,Visual1,Cingulo-Opercular,-0.0,0.0
R_DVT-L_s32,Visual1,Default,0.01,0.01
R_V1-R_a47r,Visual1,Frontoparietal,0.01,0.01
R_DVT-R_p47r,Visual1,Frontoparietal,0.0,0.01
R_LIPv-R_PFop,Visual2,Cingulo-Opercular,-0.02,0.05
L_V7-L_a24pr,Visual2,Cingulo-Opercular,0.02,0.03
L_LO1-L_p24pr,Visual2,Cingulo-Opercular,-0.01,0.02
R_LIPv-L_p32pr,Visual2,Cingulo-Opercular,0.01,0.01
L_LO1-L_a32pr,Visual2,Cingulo-Opercular,-0.01,0.01
L_V3B-L_a24pr,Visual2,Cingulo-Opercular,0.01,0.01
L_V3B-L_SCEF,Visual2,Cingulo-Opercular,-0.01,0.01
L_MST-L_a32pr,Visual2,Cingulo-Opercular,-0.01,0.01
L_V3B-L_33pr,Visual2,Cingulo-Opercular,0.01,0.01
L_V7-L_p32pr,Visual2,Cingulo-Opercular,0.01,0.01
L_MST-L_p24pr,Visual2,Cingulo-Opercular,-0.0,0.01
R_V6-R_FOP5,Visual2,Cingulo-Opercular,0.0,0.0
L_LO2-L_p24pr,Visual2,Cingulo-Opercular,0.0,0.01
R_MST-R_PoI2,Visual2,Cingulo-Opercular,0.0,0.01
L_V7-L_FOP5,Visual2,Cingulo-Opercular,0.0,0.01
R_PIT-L_p24pr,Visual2,Cingulo-Opercular,0.0,0.0
L_V3B-L_a32pr,Visual2,Cingulo-Opercular,-0.0,0.0
R_MST-L_PFop,Visual2,Cingulo-Opercular,-0.0,0.0
L_V3B-L_p32pr,Visual2,Cingulo-Opercular,0.0,0.0
L_V3-L_p32pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_IPS1-L_a24pr,Visual2,Cingulo-Opercular,0.0,0.0
R_V6A-L_p32pr,Visual2,Cingulo-Opercular,0.0,0.0
R_LO1-R_MI,Visual2,Cingulo-Opercular,-0.0,0.01
L_V4-L_p32pr,Visual2,Cingulo-Opercular,-0.0,0.0
R_V6-R_FOP3,Visual2,Cingulo-Opercular,0.0,0.0
R_IPS1-R_FOP5,Visual2,Cingulo-Opercular,0.0,0.0
L_LO1-L_33pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_IPS1-L_a32pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_LO3-L_a32pr,Visual2,Cingulo-Opercular,-0.0,0.0
R_V3B-R_FOP5,Visual2,Cingulo-Opercular,0.0,0.0
L_V6-L_33pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_IPS1-L_p32pr,Visual2,Cingulo-Opercular,0.0,0.0
L_IPS1-L_33pr,Visual2,Cingulo-Opercular,0.0,0.01
L_V7-L_a32pr,Visual2,Cingulo-Opercular,0.0,0.0
L_V3-L_a24pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_V4-L_p24pr,Visual2,Cingulo-Opercular,-0.0,0.0
R_V3A-L_p24pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_V7-L_p24pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_LO2-L_p32pr,Visual2,Cingulo-Opercular,0.0,0.0
L_V7-L_33pr,Visual2,Cingulo-Opercular,0.0,0.0
R_V3A-L_33pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_V3A-L_p32pr,Visual2,Cingulo-Opercular,0.0,0.0
L_V3-L_p24pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_V2-L_p24pr,Visual2,Cingulo-Opercular,0.0,0.0
L_V6-L_p32pr,Visual2,Cingulo-Opercular,-0.0,0.0
R_V3-R_p24pr,Visual2,Cingulo-Opercular,0.0,0.0
R_V3A-L_a24pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_V2-L_a24pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_FST-L_a32pr,Visual2,Cingulo-Opercular,-0.0,0.0
R_V3CD-R_FOP5,Visual2,Cingulo-Opercular,0.0,0.0
R_VMV1-L_a24pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_MT-L_a24pr,Visual2,Cingulo-Opercular,0.0,0.0
L_V3A-L_a24pr,Visual2,Cingulo-Opercular,0.0,0.0
L_V3A-L_a32pr,Visual2,Cingulo-Opercular,-0.0,0.0
R_V3A-L_FEF,Visual2,Cingulo-Opercular,-0.0,0.0
L_MT-L_33pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_V3B-L_MI,Visual2,Cingulo-Opercular,-0.0,0.0
L_LO1-L_p32pr,Visual2,Cingulo-Opercular,0.0,0.0
R_LO1-R_FOP4,Visual2,Cingulo-Opercular,-0.0,0.0
L_MT-L_p32pr,Visual2,Cingulo-Opercular,0.0,0.0
L_V3CD-L_a32pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_V4-L_a24pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_V3B-L_FOP5,Visual2,Cingulo-Opercular,0.0,0.0
L_LO1-L_a24pr,Visual2,Cingulo-Opercular,-0.0,0.0
R_V3A-L_p32pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_LO2-L_a24pr,Visual2,Cingulo-Opercular,0.0,0.0
R_LO1-R_FOP3,Visual2,Cingulo-Opercular,-0.0,0.0
L_V6-L_FEF,Visual2,Cingulo-Opercular,0.0,0.0
L_V3B-L_p24pr,Visual2,Cingulo-Opercular,-0.0,0.0
L_MST-L_p32pr,Visual2,Cingulo-Opercular,-0.0,0.0
R_LO1-R_FOP5,Visual2,Cingulo-Opercular,-0.0,0.0
L_MST-L_a24pr,Visual2,Cingulo-Opercular,0.0,0.0
R_V3A-R_p24pr,Visual2,Cingulo-Opercular,0.0,0.0
L_V7-L_SCEF,Visual2,Cingulo-Opercular,0.0,0.0
L_V6-L_a24pr,Visual2,Cingulo-Opercular,0.0,0.0
L_VMV1-L_25,Visual2,Default,-0.07,0.05
L_FST-L_TE1m,Visual2,Default,-0.04,0.04
L_V4t-L_TE1m,Visual2,Default,-0.03,0.05
R_MST-L_s32,Visual2,Default,0.03,0.08
R_LO1-L_TE1a,Visual2,Default,-0.03,0.05
R_FST-L_s32,Visual2,Default,0.03,0.07
R_VIP-L_TE1m,Visual2,Default,-0.03,0.05
L_V3CD-L_TE1m,Visual2,Default,-0.02,0.04
L_MST-L_TE1m,Visual2,Default,-0.02,0.03
R_LIPv-R_EC,Visual2,Default,-0.02,0.02
L_LO1-L_TE1m,Visual2,Default,-0.02,0.03
R_V3B-L_s32,Visual2,Default,0.01,0.03
L_V3B-L_47s,Visual2,Default,0.01,0.02
L_V3B-L_TGd,Visual2,Default,0.01,0.01
L_LO1-L_47s,Visual2,Default,0.01,0.01
R_V6-R_47m,Visual2,Default,0.01,0.01
L_V3B-L_25,Visual2,Default,-0.01,0.01
L_MT-L_PHA2,Visual2,Default,0.01,0.01
R_V3CD-L_EC,Visual2,Default,-0.0,0.01
R_LO1-L_EC,Visual2,Default,-0.0,0.01
L_V3B-L_47m,Visual2,Default,0.0,0.0
L_MT-L_47s,Visual2,Default,0.0,0.0
L_V3B-L_47l,Visual2,Default,0.0,0.0
L_MT-L_H,Visual2,Default,-0.0,0.01
L_MST-L_47s,Visual2,Default,0.0,0.0
R_MT-L_s32,Visual2,Default,0.0,0.0
R_LIPv-R_PGi,Visual2,Default,-0.0,0.0
L_MST-L_PHA2,Visual2,Default,-0.0,0.0
R_V2-R_TE2p,Visual2,Dorsal_Attention,-0.02,0.05
L_V3B-L_MIP,Visual2,Dorsal_Attention,-0.01,0.02
L_MST-L_PHA3,Visual2,Dorsal_Attention,0.0,0.01
L_V6-L_PEF,Visual2,Dorsal_Attention,-0.0,0.0
R_V3A-L_PEF,Visual2,Dorsal_Attention,0.0,0.0
R_VMV1-L_p47r,Visual2,Frontoparietal,0.02,0.05
R_MST-R_a47r,Visual2,Frontoparietal,0.01,0.01
R_LO1-R_a47r,Visual2,Frontoparietal,0.01,0.01
R_V3A-R_OFC,Visual2,Frontoparietal,0.0,0.01
L_V3B-L_p47r,Visual2,Frontoparietal,0.0,0.01
R_V6-R_a47r,Visual2,Frontoparietal,0.0,0.01
R_V3B-R_a47r,Visual2,Frontoparietal,0.0,0.0
R_V6-R_p47r,Visual2,Frontoparietal,0.0,0.0
R_V3A-L_8C,Visual2,Frontoparietal,-0.0,0.0
